Name,"NCBI GI","Uniprot Accession"
502232,152968342,
502233,297560135,
502234,50119149,
502235,50119859,
502236,227114314,
502237,227115218,
502238,227112757,
502239,253690424,
502240,253687202,
502241,261823479,
502242,261820354,
502243,134101581,
502244,205352700,
502245,205352791,
502246,200389851,
502247,238911737,
502248,269793590,
502249,269793719,
502250,24115252,
502251,24112960,
502252,110807818,
502253,110805526,
502254,148554612,
502255,297155265,
502256,295838757,
502257,295838067,
502258,256676732,
502259,256677552,
502260,307325548,
502261,307323431,
502262,307323179,
502263,239815859,
502264,121594352,
502265,319763249,
502266,300787825,
502267,116669045,
502268,115436852,
502269,187920950,
502270,296158578,
502271,94967676,
502272,116621785,
502273,92114604,
502274,148273597,
502275,221069518,
502276,299533762,
502277,160895703,
502278,46115606,
502279,310790462,
502280,300310475,
502281,118471144,
502282,118471773,
502283,120402044,
502284,225159276,
502285,149177908,
502286,77459505,
502287,312960274,
502288,289627075,
502289,302187350,
502290,66045952,
502291,301381565,
502292,28870090,
502293,111020778,
502294,134101370,
502295,159038565,
502296,307319190,
502297,307300778,
502298,291300802,
502299,297154096,
502300,21221001,
502301,302560722,
502302,302543669,
502303,282870908,
502304,282863064,
502305,282864390,
502306,294629277,
502307,295840517,
502308,297197877,
502309,229584343,
502310,296269066,
502312,152979504,
502313,75145468,
502314,75233326,
502315,15888732,
502316,159185572,
502317,159140641,
502318,15888958,
502319,4503685,
502321,24111799,
502322,15642935,
502324,,Q6N0R4
502326,,Q7D2W7
502327,,P77544
502328,,Q8NR03
502329,,P94592
502331,,O58216
502333,,O28835
502334,,O59622
502336,,Q1GA24
502337,,Q11S56
502338,,Q98I56
502340,,Q6M720
502341,,Q5LGR4
502343,,O07539
502344,,A6L7P8
502345,,Q5M5S4
502346,,O06480
502347,,Q188R2
502348,,O07565
502349,,O58799
502350,,Q7CWE5
502351,,Q88TJ2
502355,,Q7WQ90
502356,,Q88YA8
502357,,Q13MR9
502358,,Q8P4B4
502359,,Q7W0A9
502360,,Q5SMD0
502361,15599236,
502362,28871205,
502363,33592465,
502364,40063643,
502365,41410115,
502366,77458999,
502367,78065506,
502368,84357017,
502369,107022012,
502370,107103555,
502371,110635946,
502372,114705645,
502373,115350854,
502374,116052078,
502375,116688956,
502376,118464461,
502377,118700431,
502378,126668054,
502379,152987666,
502380,170699809,
502381,170724311,
502382,170732247,
502383,172059869,
502384,206561419,
502385,209520333,
502386,218889678,
502387,221218260,
502388,240171266,
502389,254242724,
502390,254246104,
502391,254253022,
502392,254455053,
502393,254777062,
502394,254818917,
502395,288962367,
502396,289676903,
502397,297563566,
502398,304310728,
502399,313109484,
502401,56698479,
502402,56698480,
502403,56698481,
502404,56698485,
502405,56698486,
502406,89053902,
502407,89053905,
502408,158422439,
502409,158422440,
502410,158422444,
502411,48861094,
503106,21541980,
503107,41016889,
503108,21263817,
503109,46576806,
503110,60415969,
503111,151639,
503112,16272961,
503113,15645276,
503116,,
505001,189352584,
505002,222106233,
505003,222107024,
505004,271967490,
505005,222106202,
505006,222147191,
505007,172039089,
505008,302346919,
505009,271967300,
505010,161520931,
505011,169627202,
505012,169631741,
505013,271967158,
505014,172037262,
505015,296122497,
505016,170693319,
505017,170654027,
505018,260905558,
505019,170690621,
505020,151559540,
505021,170690224,
505022,125498788,
505023,76562457,
505024,15597408,
505025,170750529,
505026,170750531,
505027,170750532,
505028,126641854,
505029,169795861,
505030,170750525,
505031,170750527,
505032,284038824,
505033,284038828,
505034,256425414,
505035,170745112,
505036,50120947,
505037,21223275,
505038,21225545,
505039,104774316,
505040,146301235,
505041,116617920,
505042,88602947,
505043,162146605,
505044,56551551,
505045,161503443,
505046,91794974,
505047,30063138,
505048,157963207,
505049,170725483,
505050,116630034,
505051,75907567,
505053,116495662,
505054,152964639,
505055,21223026,
505056,160881269,
505057,38233245,
505058,167628075,
505059,152966028,
505060,152967588,
505061,152968294,
505062,152965267,
505063,21224013,
505064,42783725,42783725
505065,161509317,
505066,152967979,
505067,262203261,
505068,296129747,
505069,160878785,
505070,220905247,
505071,14591128,
505072,18977862,
505073,160879304,
505074,160879306,
505075,150403051,
505076,297619875,
505077,20090153,
505078,20090155,
505079,150008320,
505080,167037086,
505081,152967870,
505082,148269269,
505083,269122366,
505084,126178422,
505085,21220418,
505086,39937258,
505087,86748542,
505088,21224623,
505089,16802910,
505090,14590044,
505091,157363976,
505092,18976414,
505093,220904128,
505094,16331820,
505095,116494003,
505096,77465529,
505097,257790010,
505098,269119198,
505099,242277543,
505100,269793135,
505101,269797928,
505102,257388033,
505103,15598396,
505104,257387176,
505105,292654884,
505106,90021363,
505107,292654268,
505108,313126967,
505109,257065918,
505110,313125440,
505111,16331686,
505112,297619717,
505113,21223530,
505114,86159004,
505115,76801013,
505116,313124917,
505117,313127226,
505118,292656099,
505119,86159650,
505120,292655208,
505121,292656355,
505122,148269464,
505123,257388996,
505124,163763321,
505125,75907184,
505126,27469122,
505127,167628565,
505128,17230432,
505129,15643365,
505130,297620191,
505131,297584172,
505132,292656100,
505133,14590967,
505134,18977218,
505135,209543516,
505136,23126238,
505137,21225440,
505138,86748000,
505139,146301853,
505140,152966449,
505141,184200404,
505142,209543051,
505143,255533897,
505144,284035345,
505145,33596244,
505146,83717524,
505147,115359812,
505148,68345216,
505149,19551701,
505150,52842388,
505151,291009911,
505152,115359549,
505153,87200282,
505154,257142299,
505155,121553875,
505156,154161382,
505157,15891791,
505158,150002825,
505159,91788696,
505160,115359817,
505161,115359815,
505162,154247299,
505163,159185621,
505164,33598777,
505165,56461299,
505166,57237540,
505167,57238244,
505168,91788086,
505169,109898150,
505170,115351277,
505171,121609365,
505172,121610010,
505173,258652098,
505174,83720023,
505175,115358897,
505176,146277591,
505177,115358152,
505178,255036203,
505179,255037105,
505180,86360569,
505181,145593373,
505183,220915237,
505184,220911989,
505185,119717755,
505186,134103005,
505187,29827706,
505188,115359367,
505189,121609476,
505190,45658994,
505192,119714922,
505194,33151605,
505195,86355856,
505196,56697765,
505197,83721046,
505198,58039878,
505199,163848868,
505200,126699354,
505202,37519690,
505203,29374821,
505204,22536716,
505205,24379711,
505206,116332948,
505207,72496222,
505208,150006237,
505209,109898539,
505210,258654719,
505211,29829137,
505212,55981119,
505213,16800263,
505214,15025762,
505215,145592764,
505216,134100034,
505217,119715758,
505218,15610992,
505219,150004037,
505220,110800195,
505221,1591933,
505222,46579395,
505223,29346888,
505224,29349665,
505225,41407698,
505226,163848715,
505227,134101577,
505228,134102829,
505229,70607840,
505230,121611319,
505231,126462272,
505232,183983960,
505233,183984657,
505234,183983986,
505235,118473948,
505236,183981515,
505237,89899092,
505238,109897174,
505239,15899287,
505240,46581224,
505241,15898896,
505242,126463932,
505243,55378559,
505244,78223354,
505245,33593620,
505246,116490391,
505247,52787673,
505248,134097705,
505249,145595497,
505250,87198821,
505251,15896580,
505252,33603665,
505253,78221314,
505254,220916473,
505255,15614846,
505256,145593293,
505257,148546652,
505258,71279238,
505259,117929003,
505260,258652375,
505261,120554796,
505262,220913252,
505263,71736061,
505264,125975229,
505265,71733848,
505266,55379515,
505267,29829645,
505268,58039630,
505269,15610050,
505270,183981808,
505271,70728763,
505273,87200832,
505274,89901904,
505275,109900186,
505276,114799486,
505277,115359191,
505278,220914096,
505279,255039472,
505280,150006007,
505281,15789576,
505282,15835705,
505283,16263886,
505284,28379608,
505285,78061241,
505286,83644950,
505287,89898236,
505288,111220494,
505289,116694756,
505290,116695969,
505291,119775911,
505292,120593423,
505293,121603517,
505294,146296057,
505295,146405519,
505296,148253186,
505297,148253936,
505298,148254052,
505299,148254446,
505300,148254701,
505301,148255041,
505302,148255634,
505303,148255635,
505304,148256150,
505305,148257920,
505306,153934118,
505307,159899316,
505308,189424166,
505309,206564298,
505310,219850038,
505311,221212555,
505312,15925570,
505313,15643698,15643698
505314,16132149,16132149
505315,16129581,16129581
505316,16764811,16764811
505317,24376203,24376203
505318,28896890,28896890
505319,117619517,117619517
505320,152970510,152970510
505321,189353674,
506001,110668334,
506002,116625817,
506003,126648880,
506004,148508149,
506005,153895842,
506006,221633928,
506007,222479725,
506008,222480652,
506009,222480984,
506010,224820659,
506011,224820670,
506012,224821002,
506013,224822504,
506014,227388802,
506015,227389215,
506016,227390490,
506017,227831348,
506018,227879404,
506019,229580258,
506020,229585830,
506021,229871066,
506022,257388300,
506023,284041021,
506024,284165924,
506025,284167595,
506026,284172582,
506027,284998876,
506028,289580835,
506029,292493977,
506030,292655640,
506031,300709904,
506032,300712155,
506033,300712562,
506034,300712710,
506035,300785046,
506036,302348726,
506037,307596608,
506038,312887442,
506039,322369820,
506040,322371963,
506041,325968376,
506042,326800040,
506043,332662716,
506044,335437519,
506045,336255141,
506046,336255496,
506047,336255507,
506048,338214767,
506049,339729273,
506050,343086775,
506051,344211559,
506052,345004295,
506053,345006819,
506054,351684391,
506055,351686525,
506056,351686533,
506057,351686684,
506058,16130695,
506059,17549050,
506061,46310938,
506062,50119878,
506063,50122497,
506064,84356239,
506065,92114599,
506067,152979509,
506068,167568349,
506069,167835040,
506070,187926624,
506071,194434690,
506072,207739183,
506073,209909785,
506074,215266177,
506075,219566919,
506076,224390597,
506077,224588253,
506078,224825335,
506079,227400446,
506081,227551705,
506082,289767010,
506083,1255260,
506084,2935031,
506085,12323221,
506086,15806871,
506087,15924786,
506088,15963874,
506089,16331451,
506090,20094006,
506091,22298717,
506092,23308936,
506093,27377950,
506094,27468381,
506095,28493704,
506096,28572892,
506097,29350111,
506098,32471785,
506099,32476655,
506100,33239652,
506101,33860735,
506102,33864323,
506103,33866836,
506104,34541184,
506105,36958607,
506106,39725427,
506107,41410148,
506108,42522147,
506109,42627730,
506110,44240938,
506111,44273181,
506112,44319169,
506113,44367065,
506114,44384730,
506115,44418089,
506116,44449499,
506117,44500861,
506118,44535747,
506119,44544497,
506120,44581982,
506121,44583226,
506122,44618589,
506123,46199775,
506124,46447297,46447297
506125,48477093,
506126,48783179,
506127,50084621,
506128,50119100,
506129,50842386,
506130,50875140,
506131,51243151,
506132,53712611,
506133,55229873,
506134,55230407,
506135,55981793,
506136,56478651,56478651
506137,56750535,
506138,60492256,
506139,62425058,
506140,71907246,
506141,72161814,
506142,73539613,
506143,76802010,
506145,78777979,
506146,83814286,
506147,83951128,
506148,84494961,
506149,85860671,
506150,86605931,
506151,86608214,
506152,87309493,
506153,88856058,
506154,90407216,
506155,91204531,
506156,91790237,
506157,103487459,
506158,104774512,
506159,108761657,
506160,108805678,
506161,110635297,
506162,110638071,
506163,110667830,
506164,111019965,
506165,113477491,
506166,116095977,
506167,116254727,
506168,116491091,
506169,116496194,
506171,116623543,
506172,116670480,
506173,119505437,
506174,119715080,
506175,119720740,
506176,119943977,
506177,121607611,
506178,121997921,
506179,124027565,
506180,146276053,
506181,148243353,
506182,149173881,
506183,149175484,
506184,149178065,
506185,149178306,
506186,149279372,
506187,149911656,
506188,150398522,
506189,152964612,
506190,153798246,
506191,156566961,
506192,158423973,
506193,159898550,
506194,159900108,
506195,159901895,
506196,162451286,
506197,163754869,
506198,167645093,
506199,167726966,
506200,168703412,
506202,170079236,
506203,171911906,
506204,171913422,
506205,182414621,
506206,186686474,
506207,188586165,
506208,189423779,
506209,190343208,
506210,193215688,
506211,196231597,
506212,196231825,
506213,197118796,
506214,197625475,
506215,198037981,
506216,198258020,
506217,198260465,
506218,207086171,
506219,209885914,
506220,214037554,
506221,218290396,
506222,218779258,
506223,221635712,
506224,222087690,
506225,222479601,
506226,223532541,
506227,223936049,
506228,223936484,
506229,223937449,
506230,224368313,
506231,224822139,
506232,224823201,
506233,225154848,
506234,225155230,
506235,226226330,
506236,226349975,
506237,226356076,
506238,226359844,
506239,229873575,
506240,238547234,
506241,239820554,
506242,11499682,
506243,13472123,
506244,13472125,
506245,13540999,
506246,15789684,
506247,15898101,
506248,15898145,
506249,15899388,
506250,15899708,
506251,15899830,
506252,15899900,
506253,15921363,
506254,15922894,
506255,16078161,16078161
506256,16081824,
506257,16082372,
506258,16082480,
506259,16765618,
506260,21218891,
506261,21218902,
506262,27381460,
506263,27381810,
506264,29827949,
506265,39946388,
506266,40743575,
506267,41033591,
506268,44237487,
506269,44246931,
506270,44247082,
506271,44247096,
506272,44260440,
506273,44294618,
506274,44325173,
506275,44329708,
506276,44341707,
506277,44377938,
506278,44388302,
506279,44400708,
506280,44400712,
506281,44419928,
506282,44421146,
506283,44431094,
506284,44455915,
506285,44475498,
506286,44494526,
506287,44497278,
506288,44503479,
506289,44511384,
506290,44512924,
506291,44513773,
506292,44563712,
506293,44594776,
506294,44614291,
506295,44644343,
506296,46136735,
506297,48477557,
506298,48783697,
506299,50260122,
506300,50421641,
506301,52080528,
506302,54027765,
506303,55229610,
506304,55230170,
506305,70607905,
506306,76801150,
506307,85091600,
506308,87119701,
506309,87122777,
506310,88854410,
506311,88854867,
506312,89068610,
506313,89068612,
506314,89070328,
506315,90412253,
506316,91065077,
506317,91786345,
506318,99078371,
506319,108805793,
506320,110347248,
506321,110347313,
506322,110347324,
506323,110635375,
506324,116224908,
506325,116225373,
506326,116227298,
506327,116253591,
506328,116621006,
506329,116622097,
506330,116622098,
506331,116622445,
506332,116622541,
506333,116624699,
506334,116625408,
506335,116625826,
506336,116625827,
506337,116626755,
506338,116626876,
506339,118593529,
506340,119715090,
506341,124898409,
506342,125654653,
506343,126008830,
506344,146297724,
506345,149174259,
506346,149175824,
506347,154089492,
506348,156869080,
506349,157372940,
506350,160938658,
506351,163794229,
506352,163794934,
506353,163857606,
506354,167042288,
506355,167772136,
506356,197116688,
506357,198260846,
506358,211927005,
506360,218780304,
506361,220925504,
506362,221632909,
506363,223503922,
506364,224369378,
506365,224387007,
506366,224388547,
506367,224390161,
506368,225037357,
506369,225155221,
506370,225156489,
506371,225390547,
506372,226943063,
506373,239820681,
506374,254380042,
506375,254513355,
506376,159186640,159186640
506377,16119706,
506378,89067906,
506379,89067907,
506380,258654409,
506381,258654407,
506382,256393552,
506383,251795210,
506384,94497567,
506385,94497568,
506386,166714045,
506387,297155266,
506388,297155264,
506389,26247823,
506390,220911566,
506391,220911563,
506392,220911562,
506393,220911560,
506394,220911559,
506395,53717401,
506396,297162415,
506397,289668504,
506398,226361819,
506399,226361815,
506400,226361814,
506401,226361821,
506402,207856885,
506403,146311586,
506404,146311588,
506405,227115219,
506406,205352790,
506407,207856883,207856883
506409,291616147,
506410,291616146,
506411,152994081,
506412,307543736,
506413,26247825,
506414,,A4FEQ2
506415,,D2AV87
506416,,Q82MD0
506417,,D2AQP2
506418,,C7MB31
506419,,Q81HB1
506420,,B9JQV3
506421,,A9CKB4
506422,,Q2KD13
506423,,A9AQX2
506424,,Q81CD7
506425,,B8K4I1
506426,,A3QFI1
506427,,A8H390
506428,,Q2JYQ5
506429,,A9CFV0
506430,,B9K4Y7
506431,,Q0B950
506432,,A3QFH9
506433,,A8H392
506434,,Q9I489
506435,15891788,
506436,159185622,
506437,159185623,
506438,15891800,
506439,159186632,
506440,16119685,
506441,16119691,
506442,16119693,
506443,159186631,
506444,159186636,
506445,15890785,
506446,15888733,
506447,159184747,
506448,28376849,
506449,251797208,
506450,294054449,
506451,251797211,
506452,294054450,
506453,251797212,
506454,153011082,
506455,374983509,
506456,292494278,
506457,288541485,
506458,294054451,
506459,193782533,
506461,17549045,
506462,17549046,
506463,17549047,
506464,17549048,
506465,17549051,
506466,17549052,
506467,17549053,
506468,,A3M4A9
506469,,A9CH01
506470,,B9K4G4
506471,,Q81UH1
506472,,Q73CS0
506473,,Q736N7
506474,,C7MHC5
506475,,Q0B9R9
506476,,B4EHE6
506477,,B4EJH9
506478,,B1G9X6
506479,,B3D6W2
506481,,A9AQW9
506482,,A9AKG8
506483,,Q2T3J4
506484,,A9WG09
506485,,Q7NU77
506486,,Q1QU06
506487,,Q1QV19
506488,,Q485S3
506489,,Q485S0
506490,,B8J1G1
506491,,C6W120
506492,,D2SH03
506493,,Q5UZM7
506494,,D4GQJ2
506495,,A6WW16
506496,,A6WXX7
506497,,Q7N4S6
506498,,D5SQS4
506499,,Q4KGU2
506500,,A5VZY6
506501,,Q88NF3
506502,,Q1QBF3
506503,,A9WN29
506504,,Q92WR9
506506,,A3PPJ8
506508,,D0MEV0
506509,,B1KJ76
506510,,B1KJ78
506511,,Q5LKW3
506512,,Q5LVT8
506513,,D2QN44
506514,,D2AV80
506515,,D1B8U3
506516,,Q8P833
506517,159186056,
506518,159186057,
506519,241113511,
506520,86360966,
506521,190894760,
506522,209547446,
506523,116249440,
506524,294054452,
506525,71281434,
506526,109898006,
506527,,Q736N8
506528,,Q81CD8
506529,296122403,
506530,,Q7CX99
506531,,A0P245
506532,15890424,
506533,159186221,
506534,159185616,
506535,159186370,
506536,,Q7W9Z3
506537,207856882,
506538,92115089,
506539,187926620,
506540,187926621,
506541,187926622,
506542,187926623,
506544,187926625,
506545,187926626,
506546,187926627,
506547,187928041,
506548,187928042,
506549,187928043,
506550,187928044,
506551,187928045,
506552,15597406,
506553,15597409,
506554,15597410,
506556,15597412,
506558,,A1U2K1
506559,,A8DEZ8
506560,,B3G1D6
506561,,B9J8G8
506562,,D0B556
506563,,F8JKP0
506564,,Q63AB9
506565,,Q63AC0
506566,,Q63FA6
506567,,Q6HHQ7
506568,,Q6HHQ8
506569,,Q6HMS9
506571,,Q8G2I3
506573,,D2AV79
506574,,Q3EPF1
506575,,Q63FA5
506576,,Q81HB0
506577,,Q6HMS8
506578,,Q73CR9
506579,,Q0B953
506580,,B4EJH6
506581,,A9AKH1
506582,,D2SH02
506583,,Q485R8
506584,,Q7CTP3
506585,,A1WGR3
506586,,A9AL52
506587,,B0VB44
506588,,B3G1D9
506589,,B9JHU6
506590,,C5ZMD2
506591,,C7PAN5
506592,,D0BA10
506594,,Q3EPE9
506595,,Q3EPF0
506596,,Q3IWG2
506597,,Q3JHA9
506598,,Q63NG7
506599,,Q8FYS0
506602,,Q9I476
506603,,A1B195
506604,,F2A5W2
506605,,B3Q3G4
506606,,B3Q3F9
506607,,B5Y2C0
506608,,Q0B9S2
506609,,B4EHE2
506610,,Q4KGT8
506611,,A9ALD3
506612,,Q2T3J0
506614,,B9K4F6
506615,,A1BBM1
506616,,A1BBN2
506617,,A1B0K8
506618,,F2A5W5
506619,,B3Q3G0
506620,,B5Y2B5
506621,,Q49V69
506622,,A3QH73
506623,,A8H7E9
506624,,B1KDY4
506625,,B1GBB1
506626,,Q2T596
506627,,Q3JFG0
506628,,A3S939
506629,,A3SU01
506630,,Q16D96
506631,,Q5LLV0
506632,,Q3IZJ8
506633,,Q4KAT3
507001,,D4GT00
507002,,P74752
507003,,C7MCI4
507004,,B1XK36
507005,,Q16AL7
507006,,B7LMW2
507007,,Q3MCK4
507008,,A2SM44
507009,,Q5PIG1
507010,,Q1JH93
507011,,Q21GE3
507012,,Q16C98
507013,,B0RZR6
507014,,C5AW62
507015,,A7JQU5
507016,,B7LRE4
507017,,A3M3Y1
507018,,Q16E03
507019,,Q2IV00
507020,,Q55139
507021,,Q12R97
507022,,Q3MBL2
507023,,B1XMN3
507024,,Q163P6
507025,,C5ATG1
507026,,Q8YKE4
507027,,A7MPK8
507028,,B1M1H8
507029,,Q12PF5
507030,,Q1QA04
507031,,Q3M328
507032,,Q5DZA5
507033,,A8GZU3
507034,,Q3M341
507035,,Q6D6U3
507036,,B2J9M8
507037,,Q12JA2
507038,,B1KFJ7
507039,,Q138K8
507040,,Q3M3Z6
507041,,Q2ISH4
507042,,Q03L82
507043,,Q5E5W8
507044,,B5ZK98
507045,,Q1QZF8
507046,,Q12RK1
507047,,Q6D6W0
507048,,A9HA57
507049,,Q9HZH3
507050,,B5ZKB4
507051,,A3QHX9
507052,,B1LSK1
507053,,B1M750
507054,,B1FTT5
507055,,A2SHP0
507056,,B2JAT7
507057,,Q1LPA3
507058,,Q21FR6
507059,,Q2W984
507060,,B1M0X3
507061,,A3CPL2
507062,,Q2IXH1
507063,,Q1QU13
507064,,B1LU09
507065,,B5ZDS1
507066,,Q1QAG5
507067,,A2SGZ1
507068,,C5ATQ9
507069,,Q084Y0
507070,,Q2IF32
507071,,Q1LKE8
507072,,B1KFW9
507073,,B1G648
507074,,A2SE80
507075,,B5ZG45
507076,,B1KQU6
507077,,B1KFX7
507078,,Q0BSF1
507079,,Q9A570
507080,,Q1QD02
507081,,A3QGJ8
507082,,Q5E420
507083,,B1M429
507084,,Q9I645
507085,,Q161U8
507086,,A8H663
507087,,B1KNN1
507088,,O68592
507089,,Q084D0
507090,,Q5E517
507091,,B2JAC8
507092,,A3M4J6
507093,,A7MH37
507094,,B1GAY6
507095,,Q2ISH5
507096,,A3Q8V2
507097,,Q2W079
507098,,A4Y1J2
507099,,B2J3Z0
507100,,Q3MBV7
507101,,Q21EU6
507102,,B1KGF9
507103,,B2IUY0
507104,,Q07ZF3
507105,,B1FUI3
507106,,A2SFD5
507107,,B1GAC2
507108,,B1G655
507109,,B2J7M6
507110,,Q161B8
507111,,Q12R72
507112,,B1G334
507113,,Q21ML7
507114,,A8H9Y6
507115,,A3M6H0
507116,,C5AQS4
507117,,P72690
507118,,Q16DZ8
507119,,Q8YW71
507120,,Q083V1
507121,,Q3MA88
507122,,A5W1H8
507123,,Q2K5Q8
507124,,A0R440
507125,,A3PG95
507126,,Q4K9V9
507127,,Q7CXH7
507128,,Q484K9
507129,,B8H8J3
507130,,Q8XAH0
507131,,A3SXL2
507132,,Q0C3F6
507133,,Q15XI8
507134,,Q888T7
507135,,A6VKS0
507136,,Q480Q8
507137,,Q0BBC0
507138,,A5W735
507139,,A3PQQ5
507140,,Q87W06
507141,,Q0B681
507142,,Q2G498
507143,,A3SBI4
507144,,A5W1J5
507145,,Q2KDI2
507146,,Q0B9T7
507147,,A6TBY8
507148,,Q4KH85
507149,,Q8DTN7
507150,,A6B5E9
507151,,Q481Q8
507152,,A7ILT8
507153,,Q2K1D5
507154,,Q88NP5
507155,,Q121Z0
507156,,Q488G1
507157,,Q2KBA4
507158,,Q2G4B4
507159,,Q483Y1
507160,,Q1GZF4
507161,,Q2KA51
507162,,A9CJG4
507163,,A5W8R6
507164,,A6VLS8
507165,,Q483X6
507166,,Q0C5X7
507167,,A0KHK4
507168,,A7IH86
507169,,Q2K328
507170,,Q2K7J8
507171,,Q47XP1
507172,,A7IKL7
507173,,Q12BM9
507174,,A1WPH3
507175,,B8J605
507176,,Q48AH5
507177,,Q0C2W2
507178,,Q15NQ4
507179,,Q129E0
507180,,Q2G497
507181,,A1U6J3
507182,,Q7WMK4
507183,,Q2G4A0
507184,,A6TBY7
507185,,Q2KDF5
507186,,Q0B661
507187,,A3S7J8
507188,,Q8XYJ0
507189,,Q0B3N5
507190,,A1WSL0
507191,,Q48G41
507192,,A5W201
507193,,Q4KHU4
507194,,Q480F1
507195,,Q7NCF9
507196,,Q0BZK7
507197,,Q7WIF0
507198,,Q2G4B5
507199,,Q15S67
507200,,B8J5Y1
507201,,A1U3L8
507202,,Q2KAW5
507203,,Q0C659
507204,,A3PRF3
507205,,A0Z2Y9
507206,,A3KYC1
507207,,A3UHK2
507208,,A3WGV6
507209,,A4VMI2
507210,,A4YS60
507211,,A5GS41
507212,,A5VAV5
507213,,A6CVZ2
507214,,A6F0G9
507215,,A6FN14
507216,,A6GBD3
507217,,A6GFJ2
507218,,A6RR96
507219,,A6X1J5
507220,,A7HQT7
507221,,A7HUQ0
507222,,A8TR26
507223,,A9FER3
507224,,A9MAL6
507225,,B0UHF9
507226,,B2JWL4
507227,,B4RF88
507228,,B5J4U0
507229,,B6AU81
507230,,B6J6P4
507231,,B9JPM9
507232,,C0VL10
507233,,C1DMI4
507234,,C3Z1F5
507235,,Q5BCY5
507236,,D0DAJ6
507237,,D0S3A1
507238,,D0STE8
507239,,D0T5W7
507240,,D0W558
507241,,F7X0T7
507242,,P21161
507243,,P43387
507244,,Q05XX5
507245,,Q46YT1
507246,,Q4D347
507247,,Q4E200
507248,,Q4Q434
507249,,Q69BZ7
507250,,Q84WM9
507251,,Q98NN1
507252,,Q9EXJ3
507253,,D2YW48
507254,,E1CTB0
507255,,Q93698
507256,,Q473P3
507257,,P0CG29
507258,30063150,
507259,218548769,
507260,218665322,
507261,83313410,
507262,161503975,
507263,161614875,
507264,170692494,
507265,222085206,
507266,294656876,
507267,86749748,
507268,90425080,
507269,50121640,
507270,83311895,
507271,148257903,
507272,193076234,
507273,154246165,
507274,222085220,
507275,15964711,
507276,222147884,
507277,91787891,
507278,71281991,
507279,240138445,
507280,113866207,
507281,83854769,
507282,81300065,
507283,327463271,
507284,15903452,
507285,157150080,
507286,125718232,
507287,189353307,
507288,148546998,
507289,170691870,
507290,148255149,
507291,16126673,
507292,114563329,
507293,124266099,
507294,17228619,
507295,149245170,
507296,22135423,
507297,50291191,
507298,68491224,
507299,94312979,
507300,90023073,
507301,86356918,
507302,161986670,
507303,162148976,
507304,209545271,
507305,222106475,
507307,218665219,
507308,148255353,
507310,56698093,
507311,222081250,
507312,91790014,
507313,156972847,
507314,54301932,
507315,186685769,
507316,56698040,
507317,148256556,
507318,156976820,
507319,15601344,
507320,54302362,
507321,148251654,
507322,114798409,
507323,114797640,
507324,154247252,
507325,86751058,
507326,91978174,
507327,120556442,
507328,206560895,
507329,109900426,
507330,120553360,
507331,206562375,
507332,120553522,
507333,288353356,
507334,126132176,
507335,149237797,
507336,68488230,
507337,149240957,
507338,50293823,
507339,227117814,
507340,91786891,
507341,17545103,
507342,15966690,
507343,222081775,
507344,157961278,
507345,114798053,
507346,146275667,
507347,115352921,
507348,71737422,
507349,169794269,
507350,86357378,
507351,156935982,
507352,15833723,
507353,29144114,
507354,161505788,
507355,16766969,
507356,157149208,
507357,30065130,
507358,113869079,
507359,89902808,
507360,121608142,
507361,257137969,
507362,94311889,
507363,74316864,
507364,189349422,
507365,33600937,
507366,115350643,
507367,170693387,
507368,206561669,
507369,124268807,
507370,240140191,
507372,15595664,
507373,154246668,
507374,116694415,
507375,86751341,
507376,91788425,
507377,113867546,
507378,114797490,
507379,124266973,
507380,71736984,
507381,15599047,
507382,28868474,
507383,89901267,
507384,294656160,
507385,68475511,
507386,294656161,
507387,149246163,
507388,50288049,
507389,120553785,
507390,15833238,
507391,127513204,
507392,50119584,
507393,54309884,
507394,56459939,
507395,71282414,
507396,50122114,
507397,17231538,
507398,15641109,
507399,126695580,
507400,33860780,
507401,123965486,
507402,284992193,
507403,119718731,
507404,296130081,
507405,262201826,
507406,38233687,
507407,291009121,
507408,29834005,
507409,184200002,
507410,256831325,
507411,271969474,
507412,271963907,
507413,239918405,
507414,15832440,
507415,16765676,
507416,161502506,
507417,290475949,
507418,300724012,
507419,114797893,
507420,170691420,
507421,37527868,
507422,24372202,
507423,161519863,
507424,116696450,
507425,71279194,
507426,54302948,
507427,78779015,
507428,83953167,
507429,87201092,
507430,114799214,
507431,17546731,
507432,148545462,
507433,170079329,
507434,86356647,
507435,206558591,
507436,170076751,
507437,23501726,
507438,170724497,
507439,17232062,
507440,145692868,
507441,186686886,
507442,170745340,
507443,71278377,
507444,71279955,
507445,87200107,
507446,148253316,
507447,87200418,
507448,90425609,
507449,113866283,
507450,113867335,
507451,121608441,
507452,124266759,
507453,50121715,
507454,70732313,
507455,162148151,
507457,66800019,
507458,19076017,
507459,5911737,
507460,386348043,
507461,386348354,
507462,386348401,
507463,386349037,
507464,386351282,
507465,386351361,
507466,386351769,
507467,83592021,
507468,16131372,
508001,29831279,
508002,42781320,
508003,29833032,
508004,42783986,
508005,21222355,
508006,29831269,
508007,29832372,
508008,42781227,
508009,29830788,
508010,42781804,
508011,29828043,
508012,52787514,
508013,153845794,
508014,38233012,
508015,15599136,
508016,24374380,
508017,83941832,
508018,314996856,
508019,307245708,
508020,94994836,
